event_date,live_start,showtime,event_uid,position,song,is_se,is_interlude,is_encore,note,venue,post_event_name,calendar_summary,source_file
2025-12-20,12:20,11:30,77lv07toepr1cip9pr6o8dvjfa@google.com,4,ラブストーリーが始まらない,no,no,no,,青山RizM,脱却presents【 BREAKING RizMVol.1】,【イベント】脱却presents BREAKING RizMVol.1,2026-08-17.txt
2025-12-20,12:20,11:30,77lv07toepr1cip9pr6o8dvjfa@google.com,5,ルミナス,no,no,no,,青山RizM,脱却presents【 BREAKING RizMVol.1】,【イベント】脱却presents BREAKING RizMVol.1,2026-08-17.txt
2025-12-20,12:20,11:30,77lv07toepr1cip9pr6o8dvjfa@google.com,6,朝焼けと車窓,no,no,no,,青山RizM,脱却presents【 BREAKING RizMVol.1】,【イベント】脱却presents BREAKING RizMVol.1,2026-08-17.txt
2025-12-20,12:20,11:30,77lv07toepr1cip9pr6o8dvjfa@google.com,7,"Dear,History",no,no,no,,青山RizM,脱却presents【 BREAKING RizMVol.1】,【イベント】脱却presents BREAKING RizMVol.1,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,1,SE,yes,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,2,プライマリ,no,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,3,ラブストーリーが始まらない,no,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,4,Moving Lights!,no,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,5,朝焼けと車窓,no,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,6,ルミナス,no,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-20,16:45,11:30,378rcno6pgujok9d0i4g46qpvu@google.com,7,"Dear,History",no,no,no,,下北沢ADRIFT,NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会『ニューハシャゲ』,【イベント】NEW AGE  ＋ HASYAGE JAPAN 2025 忘年会 『ニューハシャゲ』,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,1,SE,yes,no,no,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,2,Blooming,no,no,no,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,3,"Dear,History",no,no,no,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,4,ラブストーリーが始まらない,no,no,no,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,5,Moving Lights!,no,no,no,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,6,ルミナス,no,no,no,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,7,プライマリ,no,no,no,拡張イントロver.,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-21,12:40,12:00,5ifkesve1tb54c6mimpfm89pkh@google.com,8,朝焼けと車窓,no,no,yes,,SHIBUYA CYCLONE,Drawry.主催イベント「都月ゆめ生誕」,【イベント】Drawry.主催イベント「都月ゆめ生誕」,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,1,SE(Moving Lights!),yes,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,2,Moving Lights!,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,3,ラブストーリーが始まらない,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,4,"Dear,History",no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,5,朝焼けと車窓,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,6,ルミナス,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-25,18:45,16:45,2l7kpfok8o4n8uipouet57utak@google.com,7,プライマリ,no,no,no,,Flowers Loft,INFINITY LIVE presents『ASTROFES 2025 - Xmas Circuit - 』,【イベント】INFINITY LIVE presents 『ASTROFES 2025 - Xmas Circuit - 』,2026-08-17.txt
2025-12-28,20:00,11:15,4ogp5lilimf7qgf79pm29nkts4@google.com,1,"Dear,History",no,no,no,,DESEO mini with VILLAGE VANGUARD,「LEADING PREMIUM 年末感謝祭'25」,【イベント】「LEADING PREMIUM 年末感謝祭'25」,2026-08-17.txt
2025-12-28,20:00,11:15,4ogp5lilimf7qgf79pm29nkts4@google.com,2,Blooming,no,no,no,,DESEO mini with VILLAGE VANGUARD,「LEADING PREMIUM 年末感謝祭'25」,【イベント】「LEADING PREMIUM 年末感謝祭'25」,2026-08-17.txt
2025-12-28,20:00,11:15,4ogp5lilimf7qgf79pm29nkts4@google.com,3,ラブストーリーが始まらない,no,no,no,,DESEO mini with VILLAGE VANGUARD,「LEADING PREMIUM 年末感謝祭'25」,【イベント】「LEADING PREMIUM 年末感謝祭'25」,2026-08-17.txt
2025-12-28,20:00,11:15,4ogp5lilimf7qgf79pm29nkts4@google.com,4,ルミナス,no,no,no,,DESEO mini with VILLAGE VANGUARD,「LEADING PREMIUM 年末感謝祭'25」,【イベント】「LEADING PREMIUM 年末感謝祭'25」,2026-08-17.txt
2025-12-28,20:00,11:15,4ogp5lilimf7qgf79pm29nkts4@google.com,5,朝焼けと車窓,no,no,no,,DESEO mini with VILLAGE VANGUARD,「LEADING PREMIUM 年末感謝祭'25」,【イベント】「LEADING PREMIUM 年末感謝祭'25」,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,1,SE,yes,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,2,Moving Lights!,no,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,3,Blooming,no,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,4,ラブストーリーが始まらない,no,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,5,朝焼けと車窓,no,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,6,ルミナス,no,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-29,16:05,11:45,6af9jc7mtslvh66ud80irfr95l@google.com,7,"Dear,History",no,no,no,,YOANI LIVE STATION,『有田祭〜年末スペシャル〜』,【イベント】『有田祭〜年末スペシャル〜』,2026-08-17.txt
2025-12-30,17:00,17:00,76jjdl3suu0ld2v6g5s954igd1@google.com,1,"Dear,History",no,no,no,,大塚Hearts+,日ノ目企画presents“TUESDAYFLIGHT”,【イベント】日ノ目企画presents“TUESDAYFLIGHT”,2026-08-17.txt
2025-12-30,17:00,17:00,76jjdl3suu0ld2v6g5s954igd1@google.com,2,Blooming,no,no,no,,大塚Hearts+,日ノ目企画presents“TUESDAYFLIGHT”,【イベント】日ノ目企画presents“TUESDAYFLIGHT”,2026-08-17.txt
2025-12-30,17:00,17:00,76jjdl3suu0ld2v6g5s954igd1@google.com,3,ラブストーリーが始まらない,no,no,no,,大塚Hearts+,日ノ目企画presents“TUESDAYFLIGHT”,【イベント】日ノ目企画presents“TUESDAYFLIGHT”,2026-08-17.txt
2025-12-30,17:00,17:00,76jjdl3suu0ld2v6g5s954igd1@google.com,4,ルミナス,no,no,no,,大塚Hearts+,日ノ目企画presents“TUESDAYFLIGHT”,【イベント】日ノ目企画presents“TUESDAYFLIGHT”,2026-08-17.txt
2025-12-30,17:00,17:00,76jjdl3suu0ld2v6g5s954igd1@google.com,5,朝焼けと車窓,no,no,no,,大塚Hearts+,日ノ目企画presents“TUESDAYFLIGHT”,【イベント】日ノ目企画presents“TUESDAYFLIGHT”,2026-08-17.txt
2025-12-30,17:00,17:00,76jjdl3suu0ld2v6g5s954igd1@google.com,6,プライマリ,no,no,no,拡張イントロ,大塚Hearts+,日ノ目企画presents“TUESDAYFLIGHT”,【イベント】日ノ目企画presents“TUESDAYFLIGHT”,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,1,SE,yes,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,2,"Dear,History",no,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,3,Moving Lights!,no,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,4,ラブストーリーが始まらない,no,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,5,ルミナス,no,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,6,朝焼けと車窓,no,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2025-12-31,14:35,11:30,4ku1go9r7pvtv573ro2c90tkpq@google.com,7,プライマリ,no,no,no,,下北沢シャングリラ,『NEW AGE 2025 FINAL COUNTDOWN』,【イベント】『NEW AGE 2025 FINAL COUNTDOWN』,2026-08-17.txt
2026-01-03,09:55,09:30,3vt395rm7pfuhtjb1sl6po7uqk@google.com,1,SE,yes,no,no,,Spotify O-WEST,「アイドル甲子園 in Spotify O-WEST」-DAY2-,【イベント】「アイドル甲子園 in Spotify O-WEST」-DAY2-,2026-08-17.txt
2026-01-03,09:55,09:30,3vt395rm7pfuhtjb1sl6po7uqk@google.com,2,"Dear,History",no,no,no,,Spotify O-WEST,「アイドル甲子園 in Spotify O-WEST」-DAY2-,【イベント】「アイドル甲子園 in Spotify O-WEST」-DAY2-,2026-08-17.txt
2026-01-03,09:55,09:30,3vt395rm7pfuhtjb1sl6po7uqk@google.com,3,朝焼けと車窓,no,no,no,,Spotify O-WEST,「アイドル甲子園 in Spotify O-WEST」-DAY2-,【イベント】「アイドル甲子園 in Spotify O-WEST」-DAY2-,2026-08-17.txt
2026-01-03,09:55,09:30,3vt395rm7pfuhtjb1sl6po7uqk@google.com,4,ラブストーリーが始まらない,no,no,no,,Spotify O-WEST,「アイドル甲子園 in Spotify O-WEST」-DAY2-,【イベント】「アイドル甲子園 in Spotify O-WEST」-DAY2-,2026-08-17.txt
2026-01-03,09:55,09:30,3vt395rm7pfuhtjb1sl6po7uqk@google.com,5,ルミナス,no,no,no,,Spotify O-WEST,「アイドル甲子園 in Spotify O-WEST」-DAY2-,【イベント】「アイドル甲子園 in Spotify O-WEST」-DAY2-,2026-08-17.txt
2026-01-03,09:55,09:30,3vt395rm7pfuhtjb1sl6po7uqk@google.com,6,プライマリ,no,no,no,,Spotify O-WEST,「アイドル甲子園 in Spotify O-WEST」-DAY2-,【イベント】「アイドル甲子園 in Spotify O-WEST」-DAY2-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,1,SE(プライマリ),yes,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,2,プライマリ,no,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,3,Blooming,no,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,4,Moving Lights!,no,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,5,ルミナス,no,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,6,朝焼けと車窓,no,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-04,13:00,09:30,2ji18l0gcje4a22fnm8qo93599@google.com,7,"Dear,History",no,no,no,,Spotify O-nest,「アイドル甲子園 in Spotify O-nest」 -DAY3-,【イベント】「アイドル甲子園 in Spotify O-nest」 -DAY3-,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,1,SE,yes,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,2,"Dear,History",no,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,3,Blooming,no,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,4,ラブストーリーが始まらない,no,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,5,Moving Lights!,no,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,6,ルミナス,no,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,7,朝焼けと車窓,no,no,no,,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-07,19:30,19:00,57j0rohk6n0tpq7l95pcjh1tub@google.com,8,プライマリ,no,no,no,拡張イントロ,新宿MARZ,SOVA presents 「Owl Nest10」,【イベント】SOVA presents 「Owl Nest10」,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,1,SE,yes,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,2,Moving Lights!,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,3,Blooming,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,4,ラブストーリーが始まらない,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,5,ルミナス,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,6,朝焼けと車窓,no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,7,"Dear,History",no,no,no,,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-09,19:30,19:00,1ub9j9mbgv7c714qm402np7rov@google.com,8,プライマリ,no,no,no,拡張イントロ,新宿MARZ,UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,【イベント】UNIVERSE企画『NEW ORDER新春SP #無銭NIGHT』,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,1,SE,yes,no,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,2,"Dear,History",no,no,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,3,ラブストーリーが始まらない,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,4,Moving Lights!,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,5,Interlude,no,yes,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,6,Begin the Journey!,no,no,no,新曲,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,7,朝焼けと車窓,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,8,プライマリ,no,no,no,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-11,,11:30,1fn2a7nv7qkr9mr20c4so5o8tu@google.com,9,ルミナス,no,no,yes,,下北沢MOSAiC,Drawry.主催イベント「雪城とうか生誕」,【イベント】Drawry.主催イベント「雪城とうか生誕」,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,1,SE(プライマリ),yes,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,2,プライマリ,no,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,3,Moving Lights!,no,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,4,Interlude,no,yes,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,5,Begin the Journey!,no,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,6,ルミナス,no,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,7,朝焼けと車窓,no,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-12,18:35,16:55,5lmsml6of0o9g0gnv20ht5vare@google.com,8,"Dear,History",no,no,no,,DESEO mini with VILLAGE VANGUARD,『TOKYO BEATREC』,【イベント】『TOKYO BEATREC』,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,1,SE,yes,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,2,ラブストーリーが始まらない,no,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,3,Blooming,no,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,4,Begin the Journey!,no,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,5,ルミナス,no,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,6,朝焼けと車窓,no,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-15,19:00,19:00,36toor94ufqefi5gjhu0teg6bh@google.com,7,"Dear,History",no,no,no,,DESEO mini with VILLAGE VANGUARD,「OBORO」,【イベント】「OBORO」,2026-08-17.txt
2026-01-17,11:55,11:00,2p4eh0t8sft8sj56tgc58md205@google.com,1,SE,yes,no,no,,Spotify O-Crest,『NEW AGE EMO MUGEN 』,【イベント】『NEW AGE EMO MUGEN 』,2026-08-17.txt
